date,countryCode,countryName,regionName,industryName,categoryType,categoryName,categoryValue,rank
2020-04-01,ca,"Canada","All","Public Safety",Top Trending Employers,"Canadian Armed Forces | Forces armées canadiennes",1.6808523373915938,1
