date,countryCode,countryName,regionName,industryName,categoryType,categoryName,categoryValue,rank
2020-04-01,ch,"Switzerland","Lausanne Metropolitan Area","Health Care",Top Trending Employers,"CHUV | Lausanne university hospital",4.138124424579074,1
