date,countryCode,countryName,regionName,industryName,categoryType,categoryName,categoryValue,rank
2020-03-01,ch,"Switzerland","Lausanne Metropolitan Area","Health Care",Top Trending Employers,"CHUV | Lausanne university hospital",4.558403315600304,1
