date,countryCode,countryName,regionName,industryName,categoryType,categoryName,categoryValue,rank
2020-11-01,fr,"France","All","Public Safety",Top Trending Employers,"Marine Nationale",5.8168069317345035,1
2020-11-01,fr,"France","All","Public Safety",Top Trending Employers,"Gendarmerie Nationale",3.389280763998169,2
