date,countryCode,countryName,regionName,industryName,categoryType,categoryName,categoryValue,rank
2021-03-01,ch,"Switzerland","Lausanne Metropolitan Area","Health Care",Top Trending Employers,"CHUV | Lausanne university hospital",4.909264348362853,1
