date,countryCode,countryName,regionName,industryName,categoryType,categoryName,categoryValue,rank
2020-01-01,ch,"Switzerland","Lausanne Metropolitan Area","Health Care",Top Trending Employers,"CHUV | Lausanne university hospital",4.828330467297721,1
