date,countryCode,countryName,regionName,industryName,categoryType,categoryName,categoryValue,rank
2021-03-01,ca,"Canada","Greater Ottawa Metropolitan Area","Public Administration",Top Trending Employers,"Health Canada | Santé Canada",1.8215731883786717,1
