date,countryCode,countryName,regionName,industryName,categoryType,categoryName,categoryValue,rank
2020-12-01,ca,"Canada","All","Public Safety",Top Trending Employers,"Canadian Armed Forces | Forces armées canadiennes",1.0331759420583388,1
