date,countryCode,countryName,regionName,industryName,categoryType,categoryName,categoryValue,rank
2021-01-01,ch,"Switzerland","Lausanne Metropolitan Area","Health Care",Top Trending Employers,"CHUV | Lausanne university hospital",4.314560545997239,1
